jurisd,jurisd_id,osm_id,jurisdLabel,population,date,method,ref
http://www.wikidata.org/entity/Q10305982,,,Jardim Presidente Dutra,,,,
http://www.wikidata.org/entity/Q121410625,,,Guarulhos (district),,,,
http://www.wikidata.org/entity/Q1761456,1100015,325842,Alta Floresta d'Oeste,22516,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1646975,1100023,325888,Ariquemes,111148,2021-07-01T00:00:00Z,,
http://www.wikidata.org/entity/Q940433,1100031,325882,Cabixi,5067,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1761637,1100049,325872,Cacoal,86416,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1803210,1100056,325883,Cerejeiras,16088,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1785819,1100064,325860,Colorado do Oeste,15213,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q927349,1100072,325874,Corumbiara,7052,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q656758,1100080,325844,Costa Marques,19255,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q616498,1100098,325845,Espigão d'Oeste,33009,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q983810,1100106,325856,Guajará-Mirim,46930,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q988755,1100114,325864,Jaru,51469,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q983815,1100122,325879,Ji-Paraná,131560,2016-01-01T00:00:00Z,http://www.wikidata.org/entity/Q965330,
http://www.wikidata.org/entity/Q1786440,1100130,325881,Machadinho d'Oeste,41724,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2014329,1100148,325857,Nova Brasilândia d'Oeste,20504,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1803223,1100155,325854,Ouro Preto do Oeste,35445,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1803175,1100189,325843,Pimenta Bueno,37098,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q172512,1100205,325855,Porto Velho,548952,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1871362,1100254,325892,Presidente Médici,18165,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1786495,1100262,325848,Rio Crespo,3843,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1784242,1100288,325876,Rolim de Moura,55748,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1802100,1100296,325862,Santa Luzia d'Oeste,5942,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1749958,1100304,325887,Vilhena,104517,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1807456,1100320,325863,São Miguel do Guaporé,23147,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q993507,1100338,325849,Nova Mamoré,32184,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1786028,1100346,325853,Alvorada d'Oeste,13807,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1802050,1100379,325858,Alto Alegre dos Parecis,13268,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q607036,1100403,325870,Alto Paraíso,22258,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1921800,1100452,325859,Buritis,41043,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2013150,1100502,325865,Novo Horizonte do Oeste,8125,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1750177,1100601,325847,Cacaulândia,6307,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2089179,1100700,325871,Campo Novo de Rondônia,14391,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2078405,1100809,325890,Candeias do Jamari,28068,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1785860,1100908,325891,Castanheiras,2923,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q735454,1100924,325852,Chupinguaia,11755,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1803135,1100940,325880,Cujubim,27131,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q964725,1101005,325894,Governador Jorge Teixeira,7130,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1802170,1101104,325893,Itapuã do Oeste,10819,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q775204,1101203,325889,Ministro Andreazza,9461,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2079711,1101302,325875,Mirante da Serra,10691,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2014320,1101401,325873,Monte Negro,16158,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2364475,1101435,325846,Nova União,6822,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1803114,1101450,325850,Parecis,6319,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1803105,1101468,325885,Pimenteiras do Oeste,2127,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1802123,1101476,325878,Primavera de Rondônia,2697,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1803269,1101484,325877,São Felipe d'Oeste,4962,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1802095,1101492,325851,São Francisco do Guaporé,21088,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q727950,1101500,325867,Seringueiras,11846,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1802088,1101559,325861,Teixeirópolis,4160,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q647208,1101609,325886,"Theobroma, Rondônia",10348,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2089326,1101708,325884,Urupá,11081,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1807445,1101757,325868,Vale do Anari,11545,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2013187,1101807,325869,Vale do Paraíso,6490,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q953086,1200013,326273,Acrelândia,15721,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1754403,1200054,326269,Assis Brasil,7649,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q899406,1200104,326270,Brasiléia,27123,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1754408,1200138,326259,Bujari,10572,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1800737,1200179,326268,Capixaba,12280,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q941136,1200203,326274,Cruzeiro do Sul,89760,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1755395,1200252,326256,Epitaciolândia,18979,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1994833,1200302,326258,Feijó,34986,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1800793,1200328,326252,Jordão,8628,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1772621,1200336,326262,Mâncio Lima,19643,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1772688,1200344,326271,Manoel Urbano,9701,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1772613,1200351,326257,Marechal Thaumaturgo,19727,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q964075,1200385,326267,Plácido de Castro,20147,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1772588,1200393,326264,Porto Walter,12497,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q171612,1200401,326253,Rio Branco,419452,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1800776,1200427,326254,Rodrigues Alves,19767,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1772719,1200435,326272,Santa Rosa do Purus,6893,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q771763,1200450,326261,Senador Guiomard,23446,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1754389,1200500,326263,Sena Madureira,47168,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q979910,1200609,326255,Tarauacá,43730,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1012531,1200708,326260,Xapuri,19866,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1772602,1200807,326265,Porto Acre,19141,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1808573,1300029,332499,Alvarães,16396,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1772609,1300060,332512,Amaturá,11934,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q974915,1300086,332497,Anamã,14292,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q931090,1300102,332474,Anori,21937,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1112525,1300144,332502,Apuí,22739,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1793319,1300201,332473,Atalaia do Norte,20868,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1772695,1300300,332503,Autazes,41005,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q807939,1300409,332478,Barcelos,27772,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1772565,1300508,332522,Barreirinha,32919,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1767926,1300607,332518,Benjamin Constant,44873,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q584172,1300631,332513,Beruri,20503,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q940548,1300680,332464,Boa Vista do Ramos,20040,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1793334,1300706,332492,Boca do Acre,34958,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q2089660,1300805,332495,Borba,42328,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q945469,1300839,332501,Caapiranga,13482,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1807050,1300904,332480,Canutama,15981,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1794236,1301001,332496,Carauari,28719,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1751325,1301100,332515,Careiro,38820,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1807045,1301159,332462,Careiro da Várzea,31459,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q645204,1301209,332521,Coari,86713,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1762074,1301308,332491,Codajás,29691,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1646910,1301407,332511,Eirunepé,36121,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1750090,1301506,332488,Envira,20748,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1793768,1301605,332510,Fonte Boa,16409,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1808440,1301654,332508,Guajará,17193,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1025760,1301704,332523,Humaitá,57195,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1794374,1301803,332520,Ipixuna,31172,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1761947,1301852,332514,Iranduba,49718,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1750426,1301902,332524,Itacoatiara,104046,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1102558,1301951,332519,Itamarati,7777,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1808448,1302009,332516,Itapiranga,9312,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1757955,1302108,332494,Japurá,1755,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1008285,1302207,332490,Juruá,15495,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q684641,1302306,332506,Jutaí,13462,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q386631,1302405,332504,Lábrea,47685,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q983526,1302504,332469,Manacapuru,99613,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1807976,1302553,332467,Manaquiri,33981,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q40236,1302603,332493,Manaus,2255903,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q43490,1302702,332463,Manicoré,57405,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1763270,1302801,332479,Maraã,18298,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
http://www.wikidata.org/entity/Q1808581,1302900,332475,Maués,66159,2021-07-01T00:00:00Z,http://www.wikidata.org/entity/Q791801,https://www.ibge.gov.br/estatisticas/sociais/populacao/9103-estimativas-de-populacao.html?edicao=31451
